"1348"	"1349"	"1350"	"1372"	"1373"	"1374"	"1396"	"1397"	"1398"	"1408"	"1409"	"1410"	"1412"	"1413"	"1414"	"1424"	"1425"	"1426"	"1428"	"1429"	"1430"	"1436"	"1437"	"1438"	"1472"	"1473"	"1474"	"1476"	"1477"	"1478"	"1480"	"1481"	"1482"	"1484"	"1485"	"1486"	"1488"	"1489"	"1490"	"1492"	"1493"	"1494"	"1496"	"1497"	"1498"	"1500"	"1501"	"1502"	"1527"	"1528"	"1529"	"1533"	"1534"	"1535"	"1536"	"1537"	"1538"	"1542"	"1543"	"1544"	"1545"	"1546"	"1547"	"1551"	"1552"	"1553"	"1554"	"1555"	"1556"	"1557"	"1558"	"1559"
"OTU_1"	0	0	5	0	0	135	0	11	14	9	9	205	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1530	259	540	1762	6469	17709	16733	17007	32048	95817	77924	65021	20826	17215	21326	73310	83894	34290	181	24	20	523	421	2702
"OTU_2"	113	0	0	122	15	27	277	7	23	142	101	288	17	0	21	60	82	268	55	123	93	0	0	17	18	12	18	0	20	20	0	27	72	24	0	21	0	0	0	9	0	0	0	0	12	0	15	25	7566	2113	15573	305	3788	3234	2430	1689	3572	7	21	4	546	523	1463	2822	6847	2491	41370	26674	45257	2527	3618	4360
"OTU_3"	64249	55849	58855	23945	18134	18332	21	0	0	0	6	0	0	0	0	9	5	0	0	9	39	0	0	0	10	10	0	0	7	0	8	8	5	0	0	4	0	0	0	0	5	4	0	0	27	0	7	0	3353	314	458	0	0	0	0	0	0	51	0	44	1403	1066	1456	592	212	30	47	0	61	30	566	0
"OTU_4"	0	0	0	0	0	0	72	0	0	0	0	0	0	0	24	0	32	0	0	65	20	0	0	24	8035	9709	8289	3675	6298	2424	6759	5854	8864	7155	7913	7174	5217	4522	6416	12409	10741	11928	1850	2892	4010	5569	5173	5362	48	11	0	0	0	0	17	0	0	28	0	25	0	0	0	0	0	130	0	0	0	0	0	0
"OTU_5"	135	6	0	105	59	86	9	0	17	2	0	81	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23307	2834	11343	0	0	55	12415	8833	18708	29	23	23	26038	22685	26774	289	556	332	70	16	26	0	0	281
"OTU_6"	0	0	0	0	38	47	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	22126	29882	30306
"OTU_7"	0	0	0	0	9	0	55	0	0	24	0	0	23	38	17	0	10	0	0	0	0	30	0	34	3138	3577	3283	3304	5685	2325	3283	3073	4138	2804	2881	2831	3198	3060	3330	8612	8691	8114	849	1607	2010	3906	3458	3336	23	0	13	0	26	0	48	57	5	212	21	120	0	48	84	0	7	0	0	0	0	0	0	0
"OTU_8"	0	0	0	0	0	0	0	0	0	0	17	12	0	0	0	3900	5470	24196	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	75	158	0	0	0	0	0	0	0	0	0	146	630	2073	1666	7	0	0	0	0	0
"OTU_9"	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2444	3064	3205	107	296	121	5001	4896	5151	2993	3179	3069	6398	6718	6751	4714	4437	3468	2964	5342	4633	1963	943	1918	26	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_10"	0	0	0	0	0	0	38	0	0	0	0	16	0	0	0	0	0	0	0	0	0	9	0	23	3247	3809	2992	53	67	28	0	0	0	3835	3628	3952	2408	3562	5823	3537	3415	2261	1866	2944	3883	2263	1206	2100	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"OTU_11"	8	3	4	12	4	16	0	0	0	0	0	32	0	0	5	185	202	2137	25	1844	151	0	0	0	0	0	47	16	0	7	0	0	3	3	0	0	0	0	6	5	0	3	0	5	4	3	3	0	0	0	0	0	950	0	0	0	0	48	31	0	0	4	55	208	1061	30	345	837	0	0	0	0
"OTU_12"	299	177	204	254	180	288	850	845	1036	4088	5080	6657	2327	3017	3097	1116	2203	2805	5516	15147	8172	4748	5066	3984	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	25	0	18	0	28	0	0	0	6	0	0	40	0	0	0	0	0
"OTU_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2334	2356	2887	66	122	58	4376	4031	4685	2974	2988	2781	4550	4830	5219	3458	3464	2650	2604	4178	3863	1612	632	1226	0	0	0	0	0	0	27	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_14"	59	0	0	56	23	37	0	0	0	0	12	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16083	4760	16641	0	0	31	3550	3952	8021	10	0	0	7409	5785	7016	0	0	0	23	8	14	0	0	0
"OTU_15"	6	0	0	0	0	0	46	0	0	0	7	8	0	0	0	0	0	0	0	0	0	8	0	19	713	1015	817	14985	12423	19298	478	450	776	585	590	664	1118	1222	823	571	1076	423	408	675	907	2104	1259	1640	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_16"	10	0	0	16	0	0	42	0	0	9	15	31	0	0	3	44	2	53	0	341	31	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	8	94	1055	0	0	938	0	0	0	102	30	0	161	28	0	0	393	298	17	5534	1901	0	405	1999
