""	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"3317"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Pseudorhodobacter"	NA
"3318"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Candidatus Thiobios"	NA
"3319"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	NA
"3320"	"Bacteria"	"Latescibacterota"	"Latescibacteria"	"Latescibacterales"	"Latescibacteraceae"	NA	NA
"3321"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"env.OPS 17"	NA	NA
"3322"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3323"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Fusibacteraceae"	"Fusibacter"	NA
"3324"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA
"3325"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	NA
"3326"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"3327"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	NA
"3328"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"3329"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"67-14"	NA	NA
"3330"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"3331"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"3332"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"3333"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	NA	NA	NA
"3334"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Polynucleobacter"	NA
"3335"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"3336"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	NA	NA
"3337"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Colwelliaceae"	"Thalassotalea"	"agariperforans"
"3338"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"	NA
"3339"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3340"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"3341"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Hyphomicrobium"	NA
"3342"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3343"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"3344"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propioniciclava"	NA
"3345"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Limnohabitans"	NA
"3346"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"3347"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"3348"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	NA	NA	NA
"3349"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"3350"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylocella"	NA
"3351"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"3352"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"	NA	NA
"3353"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"3354"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Paludibacteraceae"	NA	NA
"3355"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	NA	NA	NA
"3356"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	"Candidatus Planktophila"	NA
"3357"	"Bacteria"	"Acidobacteriota"	"AT-s3-28"	NA	NA	NA	NA
"3358"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta 2"	NA
"3359"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"3360"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"3361"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Oceaniserpentilla"	NA
"3362"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurovaceae"	"Sulfurovum"	NA
"3363"	"Bacteria"	"SAR324 clade(Marine group B)"	NA	NA	NA	NA	NA
"3364"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Oceanobacter"	NA
"3365"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"	NA
"3366"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"3367"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	NA	NA	NA
"3368"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	NA	NA
"3369"	"Bacteria"	"Actinobacteriota"	NA	NA	NA	NA	NA
"3370"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Lentimicrobiaceae"	NA	NA
"3371"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Luteolibacter"	NA
"3372"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Xenococcaceae"	"Pleurocapsa PCC-7319"	NA
"3373"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	NA
"3374"	"Bacteria"	NA	NA	NA	NA	NA	NA
"3375"	"Bacteria"	NA	NA	NA	NA	NA	NA
"3376"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA	NA
"3377"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"3378"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Gimesiaceae"	NA	NA
"3379"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3380"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3381"	"Bacteria"	"Chloroflexi"	"KD4-96"	NA	NA	NA	NA
"3382"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	NA	NA
"3383"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"3384"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"3385"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Prosthecobacter"	NA
"3386"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA
"3387"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Lutibacter"	NA
"3388"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	NA
"3389"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Aureimonas"	NA
"3390"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"3391"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"3392"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"GWA2-38-13b"	NA	NA	NA
"3393"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"3394"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"OM60(NOR5) clade"	NA
"3395"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	NA	NA	NA	NA
"3396"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Silicimonas"	NA
"3397"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"Kiritimatiellales"	"Kiritimatiellaceae"	"MSBL3"	NA
"3398"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"Subgroup 23"	NA
"3399"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Roseisolibacter"	NA
"3400"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"OPB41"	NA	NA	NA
"3401"	"Bacteria"	"Actinobacteriota"	NA	NA	NA	NA	NA
"3402"	"Bacteria"	"Latescibacterota"	NA	NA	NA	NA	NA
"3403"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"3404"	"Bacteria"	NA	NA	NA	NA	NA	NA
"3405"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"3406"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"3407"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"3408"	"Bacteria"	NA	NA	NA	NA	NA	NA
"3409"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	NA	NA
"3410"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"3411"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidetes VC2.1 Bac22"	NA	NA	NA
"3412"	"Bacteria"	"NB1-j"	NA	NA	NA	NA	NA
"3413"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	NA	NA	NA
"3414"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9 marine group"	NA	NA
"3415"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Acidibacter"	NA
"3416"	"Bacteria"	NA	NA	NA	NA	NA	NA
"3417"	"Bacteria"	"Firmicutes"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	NA	NA
"3418"	"Bacteria"	"Desulfobacterota"	"Syntrophobacteria"	"Syntrophobacterales"	NA	NA	NA
"3419"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Zobellia"	NA
"3420"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Oceanirhabdus"	NA
"3421"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rubellimicrobium"	NA
"3422"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"3423"	"Bacteria"	NA	NA	NA	NA	NA	NA
"3424"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Porphyrobacter"	"sanguineus"
"3425"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"	NA
"3426"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA	NA
"3427"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Methylophilaceae"	"Methylotenera"	NA
"3428"	"Bacteria"	"Bacteroidota"	"Rhodothermia"	"Rhodothermales"	"Rhodothermaceae"	NA	NA
"3429"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"P6-b51"	NA	NA
"3430"	"Bacteria"	"Myxococcota"	"Polyangia"	"Blfdi19"	NA	NA	NA
"3431"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"3432"	"Bacteria"	"Patescibacteria"	"Dojkabacteria"	NA	NA	NA	NA
"3433"	"Bacteria"	"Firmicutes"	"Clostridia"	"Monoglobales"	"Monoglobaceae"	"Monoglobus"	NA
"3434"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"RBG-16-58-14"	NA
"3435"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfolunaceae"	"Desulfofrigus"	NA
"3436"	"Bacteria"	NA	NA	NA	NA	NA	NA
"3437"	"Bacteria"	"Sumerlaeota"	"Sumerlaeia"	"Sumerlaeales"	"Sumerlaeaceae"	"Sumerlaea"	NA
"3438"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	NA	NA	NA
"3439"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3440"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Chlamydiaceae"	NA	NA
"3441"	"Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	NA
"3442"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"3443"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	NA	NA	NA
"3444"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"3445"	"Bacteria"	"Armatimonadota"	"Armatimonadia"	"Armatimonadales"	"Armatimonadaceae"	"Armatimonas"	NA
"3446"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halioglobus"	NA
"3447"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"cvE6"	NA	NA
"3448"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	NA	NA
"3449"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidetes BD2-2"	NA	NA
"3450"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halioglobus"	NA
"3451"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Subgroup 9"	NA	NA	NA
"3452"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"3453"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Aureibacillus"	NA
"3454"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Candidatus Kaiserbacteria"	NA	NA	NA
"3455"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Aestuariimonas"	NA
"3456"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"	NA	NA
"3457"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"3458"	"Bacteria"	NA	NA	NA	NA	NA	NA
"3459"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	NA	NA	NA
"3460"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	"Neochlamydia"	NA
"3461"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"3462"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"3463"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	NA
"3464"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Phaeodactylibacter"	NA
"3465"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium sensu stricto 1"	"moniliforme"
"3466"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Jejudonia"	NA
"3467"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"3468"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Marinicella"	NA
"3469"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium sensu stricto 1"	NA
"3470"	"Bacteria"	NA	NA	NA	NA	NA	NA
"3471"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	NA	NA
"3472"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	NA	NA	NA
"3473"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"3474"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"3475"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	NA	NA
"3476"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"3477"	"Bacteria"	"Latescibacterota"	NA	NA	NA	NA	NA
"3478"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"	"oryziterrae"
"3479"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	NA
"3480"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"67-14"	NA	NA
"3481"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	NA
"3482"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	NA	NA
"3483"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	NA	NA	NA
"3484"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	NA	NA	NA	NA
"3485"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"3486"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"3487"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	NA	NA
"3488"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	NA	NA
"3489"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	NA
"3490"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"3491"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	NA	NA
"3492"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"3493"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3494"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"	NA	NA
"3495"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Anaplasmataceae"	NA	NA
"3496"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"3497"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA
"3498"	"Bacteria"	"Patescibacteria"	"Berkelbacteria"	NA	NA	NA	NA
"3499"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Gardnerella"	NA
"3500"	"Bacteria"	"Patescibacteria"	"Berkelbacteria"	NA	NA	NA	NA
"3501"	"Bacteria"	"Firmicutes"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	NA	NA
"3502"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium sensu stricto 12"	NA
"3503"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus Omnitrophus"	NA
"3504"	"Bacteria"	"Cloacimonadota"	"Cloacimonadia"	"Cloacimonadales"	"MSBL8"	NA	NA
"3505"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"3506"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"3507"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	NA	NA
"3508"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3509"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Anaerovibrio"	NA
"3510"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"3511"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Marinifilum"	NA
"3512"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	NA
"3513"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Halarcobacter"	NA
"3514"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"3515"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Lentimicrobiaceae"	NA	NA
"3516"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	"Labrenzia"	"alexandrii"
"3517"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3518"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"3519"	"Bacteria"	"Patescibacteria"	"Berkelbacteria"	NA	NA	NA	NA
"3520"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	NA	NA	NA
"3521"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Limnohabitans"	NA
"3522"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"3523"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	NA	NA
"3524"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"OM60(NOR5) clade"	NA
"3525"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA	NA
"3526"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"3527"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfolunaceae"	"Desulfoluna"	NA
"3528"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	NA	NA
"3529"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"EPR3968-O8a-Bc78"	NA	NA	NA
"3530"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"	NA
"3531"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA	NA
"3532"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"3533"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"3534"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Aquaspirillaceae"	"Aquaspirillum"	NA
"3535"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"3536"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Noviherbaspirillum"	NA
"3537"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"	NA
"3538"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"OPB41"	NA	NA	NA
"3539"	"Bacteria"	"Calditrichota"	"Calditrichia"	"Calditrichales"	"Calditrichaceae"	NA	NA
"3540"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"3541"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	NA	NA	NA
"3542"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium PCC-6307"	NA
"3543"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Hydrogenophaga"	NA
"3544"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	NA	NA
